0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,16111,1821.28368303887,4029,2207.71631696114,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.829,232.084333333333,67.1084,125.829,178.9568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,46,40,46,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1149330,0,0.199924014140276,0,1194870,0,0.280948252397502,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,100,0,0,0,1666.87197738913,1851.13857188007,4029,2177.86142811993,4029,2362.12802261087,16111,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.5682,264.240866666667,72.7009333333333,170.5682,192.9378,39.1466666666667,67.1088,97.867,39.1466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,42,36,42,20,34,29,46,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1194870,0,0.280948252397502,0,1232490,0,0.354393208595975,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,100,0,0,100,100,0,0,0,1869.19551526736,7507.92191073903,4029,8603.07808926097,4029,2159.80448473264,4029,2036.60094233915,4029,1992.39905766085,4029,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.5682,260.046333333333,75.4972,170.5682,134.2176,65.7103333333333,47.5354,114.6442,65.7103333333333,95.9442,223.696,123.731266666667,67.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,32,38,16,30,25,42,33,42,46,20,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1232490,0,0.354393208595975,0,1301954.15368382,856.400596246493,0.614268842789379,0.69191918
0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,80.9509031096766,100,0,0,0,100,100,0,100,0,99.9937930606418,0,0,100,100,0,0,0,100,0,0,0,1229.872104944,4029,5008.335165535,4029,4029,2799.12789505601,4029,7678.2053753645,16111,8432.7946246355,4029,4029,2249.89187973389,8033.79738590123,1779.10812026611,4029,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.6252,267.736,75.4972,128.6252,226.4922,40.5448666666667,72.7012,109.0518,40.5448666666667,96.9928,268.4352,120.935333333333,47.5354,67.1088,32.1560666666667,29.6216666666667,499.1218,386.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,28,34,12,26,21,38,29,38,42,16,41,28,41,46,36,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1301955.51775452,0,0.614268842789379,0,1328148.80330209,956.999586459559,0.659455277399404,0.58805045
0,100,0,0,0,0,0,0,62.1687046117559,0,0,0,100,0,0,0,0,100,0,31.084352305878,0,100,100,0,100,100,0,100,0,100,100,0,100,0,100,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,4029,4029,2041.21094823046,4029,10016.67167644,4029,4029,5008.33587587667,4029,4029,16111,1436.8719186894,2248.22243444193,1987.78905176954,1780.77756555807,4029,1456.63018927994,16111,2592.1280813106,2572.36981072006,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.9568,279.6198,77.5942,134.2176,271.2314,26.5635333333333,33.5544,267.736,26.5635333333333,90.177,33.5544,120.236266666667,72.7012,47.5354,35.6514,29.5344666666667,455.081666666667,349.1754,306.183666666667,125.829,335.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,24,30,8,22,17,19,25,34,38,12,37,24,37,42,32,29,12,32,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1328149.93522925,214.100149061623,0.659455277399404,0.172979795,1312511.14152871,1240.663650339,0.634807010622746,1.4878772
0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,100,0,100,100,0,100,0,0,100,0,99.9751799453959,100,0,100,0,100,0,0,100,100,0,0,0,31.084352305878,0,0,0,0,0,0,0,100,0,0,0,4029,4029,2039.54150317528,4029,2336.70294134807,16111,4029,1808.88310687438,2180.18929827783,1692.29705865193,4029,7379.3746821749,2251.56132418542,1989.45849682472,1777.43867581458,5008.336182265,7244.05590418149,1848.81070172217,8731.6253178251,8866.94409581851,4029,2220.11689312562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.9378,271.9306,69.2056,268.4352,32.1560666666667,40.5446666666667,39.1468,279.6198,40.5446666666667,93.3228,0,130.722,33.5544,72.7012,48.234,31.3258,471.159666666667,320.8638,281.018,139.81,427.8186,125.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,20,26,30,18,13,15,25,30,34,8,33,20,33,38,28,25,8,28,17,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1312513.63199316,362.68003654121,0.634807010622746,0.255993926,1338603.93876519,971.660689069169,0.599754806844213,1.54975239111111
0,0,0,0,100,0,0,0,0,100,0,99.9751799453959,0,100,100,0,100,0,0,62.1687046117559,0,100,100,0,100,0,100,0,0,100,100,0,0,0,100,100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,10016.67167644,2027.85546932827,2051.2276201123,4029,4029,4029,16111,1767.32841286359,1355.85074103915,4029,4029,4029,7733.29705865193,1977.7723798877,8377.70294134807,4029,2001.14453067173,2673.14925896085,4029,2121.30799798708,4029,2261.67158713641,1907.69200201292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.2176,277.522733333333,82.4876,248.8618,35.6514,36.3502666666667,173.3644,271.9306,36.3502666666667,265.638733333333,167.772,433.410866666667,39.1468,33.5544,41.9427333333333,31.2384,67.1088,301.9892,255.852,184.5492,419.43,139.81,402.6526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,16,22,26,14,9,11,21,35,30,41,29,16,29,34,42,21,4,24,13,11,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1338606.30347,610.81276660901,0.599754806844213,0.553569366,1353735.47389982,1543.45841388103,0.610014337622391,0.858666909333333
100,0,0,100,100,0,0,100,0,82.0805660728695,100,0,100,0,0,100,0,100,0,50.9900068276333,100,0,100,0,0,100,100,0,0,55.241760288002,0,100,0,0,0,100,0,100,80.7957296257216,0,0,0,0,0,0,0,0,0,0,0,1714.84430013272,5008.33587587667,1458.57462449015,5008.336716305,4029,4029,2314.15569986728,1792.91896969482,8900.66635172,4029,4029,4029,4029,2570.42537550986,4029,4029,8008.75562539284,4029,4029,1980.38077842079,8215.99907227667,2236.08103030518,2048.61922157921,8215.99907227667,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.4922,304.0866,81.0895333333333,75.8464666666667,48.234,36.3504666666667,0,277.522733333333,232.084333333333,272.629333333333,67.1088,398.4584,386.924,39.1468,39.8456,0,47.5354,333.446533333333,226.4918,131.4214,455.7806,184.5492,339.738,105.5042,306.183666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,12,9,22,10,15,7,29,31,26,37,3,12,25,0,38,17,4,20,9,7,20,19,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1353738.34732281,805.144904422844,0.610014337622391,0.863519844222222,1356597.76619509,1232.63178889371,0.561307888368004,1.02070746933333
100,0,0,100,0,100,100,0,100,0,0,100,0,100,0,100,100,0,100,0,0,0,100,0,0,100,0,100,0,0,0,100,0,100,100,0,0,0,0,0,0,0,100,0,0,0,99.9751799453959,0,0,0,4029,2069.59160106696,0,4029,7501.24407006225,4029,4029,1807.39509987061,4029,4029,8609.75592993775,4029,944.783894001359,16111,0,3084.21610599864,1959.40839893304,4029,4029,2185.09610789603,4029,2221.60490012939,1843.90389210397,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.867,292.2026,0,265.638733333333,41.9427333333333,71.3028,0,304.0866,264.240866666667,160.781266666667,67.1088,349.524733333333,349.1754,173.3644,0,0,72.7012,333.446533333333,209.7148,153.791,332.7478,131.4214,343.9324,110.714333333333,281.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,-1,22,18,6,11,3,25,27,18,33,46,8,-1,46,34,13,0,16,5,3,16,15,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1356600,1113.83658719905,0.561307888368004,1.03525322608889,1352670,1473.54867864753,0.694323365017977,2.0095879
100,100,100,100,0,0,0,100,0,0,0,100,100,0,100,0,0,0,100,0,0,100,0,100,0,0,100,100,0,100,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16111,2076.26938307522,0,16111,0,4029,4029,1829.09332607879,4029,4029,4029,16111,4029,4029,0,4029,1952.73061692478,0,4029,2208.83121855983,4029,2199.90667392121,1820.16878144017,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.6442,276.8236,0,272.629333333333,0,46.137,0,292.2026,260.046333333333,143.304933333333,47.5354,475.354266666667,320.8638,125.829,0,0,33.5544,0,255.852,125.829,377.487,153.791,306.1836,109.4118,255.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,-1,18,-1,2,7,3,21,23,14,29,42,26,-1,46,30,-1,0,12,1,3,12,11,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1352670,1189.08282572849,0.694323365017977,1.10101088395556,1319010,1069.70367859012,0.562645115583526,1.77736063666667
